Dates	ComFreq
10/24/16	1
10/24/16	2
10/24/16	3
10/24/16	4
10/24/16	5
10/25/16	6
10/27/16	7
10/27/16	8
10/27/16	9
10/29/16	10
10/31/16	11
10/31/16	12
10/31/16	13
10/31/16	14
11/8/16	15
11/8/16	16
11/8/16	17
11/8/16	18
11/8/16	19
11/8/16	20
11/8/16	21
11/8/16	22
11/8/16	23
11/8/16	24
11/8/16	25
11/8/16	26
11/8/16	27
11/8/16	28
11/8/16	29
11/8/16	30
11/8/16	31
11/9/16	32
11/13/16	33
11/13/16	34
11/13/16	35
11/13/16	36
11/13/16	37
11/13/16	38
11/15/16	39
11/15/16	40
11/16/16	41
11/18/16	42
11/19/16	43
11/19/16	44
11/19/16	45
11/19/16	46
11/19/16	47
11/19/16	48
11/20/16	49
11/20/16	50
11/24/16	51
11/24/16	52
11/24/16	53
11/24/16	54
11/25/16	55
11/25/16	56
11/25/16	57
11/25/16	58
11/25/16	59
11/25/16	60
11/25/16	61
11/25/16	62
11/25/16	63
11/25/16	64
11/25/16	65
11/25/16	66
11/26/16	67
11/26/16	68
11/27/16	69
11/27/16	70
12/4/16	71
12/4/16	72
12/6/16	73
12/6/16	74
12/6/16	75
12/6/16	76
12/7/16	77
12/7/16	78
12/8/16	79
12/8/16	80
12/12/16	81
12/12/16	82
12/12/16	83
12/12/16	84
12/12/16	85
12/12/16	86
12/13/16	87
12/13/16	88
12/13/16	89
12/14/16	90
12/18/16	91
12/21/16	92
12/21/16	93
12/21/16	94
12/21/16	95
12/21/16	96
12/21/16	97
12/21/16	98
12/21/16	99
12/21/16	100
12/21/16	101
12/21/16	102
12/21/16	103
12/21/16	104
12/23/16	105
12/24/16	106
12/30/16	107
12/31/16	108
1/2/17	109
1/2/17	110
1/2/17	111
1/2/17	112
1/2/17	113
1/2/17	114
1/2/17	115
1/2/17	116
1/2/17	117
1/2/17	118
1/2/17	119
1/2/17	120
1/2/17	121
1/2/17	122
1/2/17	123
1/3/17	124
1/4/17	125
1/4/17	126
1/4/17	127
1/4/17	128
1/5/17	129
1/5/17	130
1/5/17	131
1/5/17	132
1/8/17	133
1/8/17	134
1/8/17	135
1/9/17	136
1/9/17	137
1/9/17	138
1/9/17	139
1/9/17	140
1/13/17	141
1/14/17	142
1/15/17	143
1/17/17	144
1/17/17	145
1/17/17	146
1/17/17	147
1/17/17	148
1/17/17	149
1/17/17	150
1/17/17	151
1/17/17	152
1/17/17	153
1/17/17	154
1/17/17	155
1/17/17	156
1/17/17	157
1/17/17	158
1/17/17	159
1/18/17	160
1/18/17	161
1/19/17	162
1/21/17	163
1/22/17	164
1/24/17	165
1/24/17	166
1/24/17	167
1/24/17	168
1/24/17	169
1/26/17	170
1/26/17	171
1/28/17	172
1/28/17	173
1/28/17	174
1/28/17	175
1/28/17	176
1/28/17	177
