Dates	ComFreq
10/24/16	1
10/24/16	2
10/24/16	3
10/27/16	4
10/27/16	5
10/27/16	6
10/31/16	7
10/31/16	8
10/31/16	9
11/11/16	10
11/11/16	11
11/13/16	12
11/13/16	13
11/13/16	14
11/13/16	15
11/13/16	16
11/13/16	17
11/14/16	18
11/14/16	19
11/14/16	19
12/7/16	20
12/7/16	21
12/7/16	22
12/8/16	23
12/8/16	24
12/8/16	25
12/8/16	26
12/8/16	27
12/8/16	28
12/13/16	29
12/21/16	30
12/22/16	31
12/22/16	32
12/22/16	33
12/22/16	34
12/22/16	35
12/22/16	36
12/22/16	37
12/30/16	38
1/2/17	39
1/2/17	40
1/2/17	41
1/2/17	42
1/2/17	43
1/4/17	44
1/4/17	45
1/4/17	45
1/9/17	46
1/10/17	47
1/13/17	48
1/13/17	49
1/13/17	50
1/18/17	51
1/18/17	52
1/18/17	53
1/18/17	53
1/18/17	54
1/18/17	55
1/18/17	56
1/18/17	57
1/18/17	58
1/18/17	59
1/19/17	60
1/20/17	61
1/20/17	62
1/20/17	63
1/20/17	64
1/20/17	65
1/23/17	66
1/23/17	67
1/23/17	68
1/23/17	69
1/24/17	70
1/24/17	71
1/24/17	72
1/24/17	73
1/24/17	74
1/24/17	74
1/25/17	75
1/25/17	76
1/25/17	77
1/25/17	78
1/25/17	79
1/25/17	80
1/26/17	81
1/26/17	82
1/26/17	83
1/26/17	84
1/26/17	85
1/26/17	86
1/26/17	86
1/28/17	87
1/28/17	88
1/29/17	89
1/31/17	90
2/1/17	91
2/2/17	92
2/2/17	93
2/2/17	94
2/2/17	95
2/2/17	96
2/2/17	97
2/2/17	98
2/2/17	99
2/2/17	100
2/2/17	100
2/2/17	101
2/2/17	102
2/2/17	103
2/2/17	104
2/2/17	105
2/2/17	106
2/2/17	107
2/3/17	108
2/3/17	109
2/3/17	110
2/3/17	111
2/3/17	111
2/3/17	112
2/3/17	113
2/3/17	114
2/3/17	115
2/3/17	116
2/3/17	117
2/3/17	117
2/3/17	118
2/3/17	119
2/3/17	120
2/3/17	121
2/3/17	122
2/3/17	123
2/3/17	124
2/3/17	125
2/3/17	126
2/3/17	127
2/3/17	128
2/3/17	129
2/3/17	130
2/3/17	131
2/3/17	132
2/3/17	133
2/3/17	134
2/3/17	135
2/4/17	136
2/4/17	137
2/5/17	138
2/5/17	139
2/5/17	140
2/5/17	141
2/5/17	142
2/5/17	143
2/5/17	144
2/5/17	145
2/5/17	146
2/6/17	147
2/6/17	148
2/8/17	149
2/8/17	150
2/8/17	151
2/8/17	152
2/8/17	153
2/8/17	154
2/8/17	155
2/8/17	156
2/8/17	157
2/8/17	158
2/8/17	159
2/8/17	160
2/8/17	161
2/8/17	162
2/8/17	163
2/8/17	164
2/8/17	165
2/8/17	166
2/8/17	167
2/8/17	168
2/9/17	169
